Time_Index,NR_conventional_hydroelectric,NER_conventional_hydroelectric,ER_conventional_hydroelectric,WR_conventional_hydroelectric,SR_conventional_hydroelectric,ER_solar_rt,NER_solar_rt,NR_solar_rt,SR_solar_rt,WR_solar_rt,ER_offshore_wind,SR_offshore_wind,WR_offshore_wind,NER_offshore_wind,NR_offshore_wind,ER_solar_pv,NER_solar_pv,NR_solar_pv,SR_solar_pv,WR_solar_pv,ER_onshore_wind,NER_onshore_wind,NR_onshore_wind,SR_onshore_wind,WR_onshore_wind
95,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.676716667,0.288365476,0.252393651,0,0,0,0,0,0,0,0.479422222,0.166275,0.316522612,0.267882667,0.288119496
96,0.3,0.3,0.3,0.3,0.3,0,0,0,0,0,0.61045,0.29667619,0.268365079,0,0,0,0,0,0,0,0.442755556,0.165565,0.336366667,0.253005833,0.297328571
97,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.583,0.368892857,0.308444444,0,0,0,0,0,0,0,0.3684,0.169135,0.232144639,0.286219667,0.318312269
98,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.573583333,0.358034524,0.301157143,0,0,0,0,0,0,0,0.365855556,0.166065,0.238775244,0.277211667,0.302240672
99,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.540416667,0.346590476,0.350128571,0,0,0,0,0,0,0,0.318044444,0.153385,0.212720468,0.2739585,0.290523109
100,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.546266667,0.356396429,0.31258254,0,0,0,0,0,0,0,0.315144444,0.147515,0.194649708,0.265381167,0.277334286
101,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.506583333,0.352013095,0.291396825,0,0,0,0,0,0,0,0.303044444,0.15023,0.201024756,0.25471,0.272284202
102,0.4,0.4,0.4,0.4,0.4,0.0033,0.025905,0.000355556,0,0,0.456883333,0.341725,0.24857619,0,0,0.006122222,0.026465,0.000448148,0,0,0.234455556,0.150305,0.188994542,0.250500167,0.254512521
103,0.4,0.4,0.4,0.4,0.4,0.07965,0.10593,0.042834074,0.018728,0.023025,0.397316667,0.342004762,0.238055556,0,0,0.0733,0.11901,0.041246394,0.018405756,0.023370588,0.201933333,0.13247,0.163209357,0.24347,0.234325294
104,0.4,0.4,0.4,0.4,0.4,0.207333333,0.213235,0.156545926,0.124297333,0.131930357,0.348316667,0.33010119,0.220222222,0,0,0.195833333,0.22513,0.162035478,0.120883487,0.130554034,0.165766667,0.10328,0.141208577,0.209235833,0.189707983
105,0.4,0.4,0.4,0.4,0.4,0.33435,0.3263,0.298686667,0.252831667,0.275735714,0.3356,0.286103571,0.19422381,0,0,0.322777778,0.35005,0.31298499,0.253556192,0.273264034,0.114777778,0.098255,0.114899415,0.182222167,0.143955798
106,0.4,0.4,0.4,0.4,0.4,0.43205,0.419425,0.421842963,0.369711333,0.395167143,0.315216667,0.29105119,0.19408254,0,0,0.424811111,0.43778,0.433968616,0.369448385,0.399489328,0.098833333,0.11139,0.09220039,0.170512,0.12340916
107,0.4,0.4,0.4,0.4,0.4,0.518816667,0.466995,0.508879259,0.447955667,0.478389286,0.3252,0.277359524,0.174803175,0,0,0.507555556,0.489315,0.52032885,0.45763,0.497022101,0.097,0.112595,0.083548538,0.173027833,0.119960756
108,0.4,0.4,0.4,0.4,0.4,0.539383333,0.463135,0.562014074,0.494777667,0.550926429,0.33835,0.258557143,0.191249206,0,0,0.545377778,0.50336,0.570514035,0.49955759,0.552963529,0.097211111,0.109785,0.093512281,0.177531,0.125776723
109,0.4,0.4,0.4,0.4,0.4,0.53555,0.404865,0.560725926,0.503315,0.562419643,0.401683333,0.272786905,0.18655873,0,0,0.520088889,0.471995,0.568510136,0.504076154,0.564437899,0.089322222,0.1262,0.084113255,0.184108,0.12323
110,0.4,0.4,0.4,0.4,0.4,0.48155,0.37115,0.520711111,0.483701,0.539575714,0.38645,0.289364286,0.203703175,0,0,0.465066667,0.43024,0.535105068,0.470135256,0.528997143,0.091744444,0.145635,0.108788109,0.187388167,0.122874286
111,0.4,0.4,0.4,0.4,0.4,0.4124,0.295065,0.472062222,0.424051,0.46841,0.423,0.311911905,0.216415873,0,0,0.377577778,0.34408,0.483636842,0.41366159,0.472220168,0.086766667,0.152825,0.108418713,0.208301667,0.132929832
112,0.4,0.4,0.4,0.4,0.4,0.298566667,0.22013,0.361295556,0.335020333,0.376535357,0.466566667,0.348882143,0.258922222,0,0,0.262755556,0.24751,0.367678752,0.318888641,0.374323782,0.082511111,0.151775,0.125972904,0.2151905,0.154857395
113,0.4,0.4,0.4,0.4,0.4,0.157916667,0.11019,0.225748148,0.213018667,0.253739643,0.448366667,0.371042857,0.285569841,0,0,0.145788889,0.115935,0.234938402,0.206623346,0.244979916,0.099555556,0.136735,0.110453021,0.2195805,0.170812605
114,0.4,0.4,0.4,0.4,0.4,0.043766667,0.023275,0.108648889,0.084841333,0.116262857,0.490933333,0.38134881,0.327847619,0,0,0.040022222,0.0212,0.108089669,0.083130077,0.113281597,0.129744444,0.131325,0.122890058,0.237538333,0.160126723
115,0.4,0.4,0.4,0.4,0.4,0,0,0.023195556,0.003162667,0.016955,0.5089,0.38499881,0.326330159,0,0,0,0,0.023377778,0.002846231,0.016559076,0.222222222,0.13135,0.165238791,0.265257333,0.198932269
116,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.5382,0.394752381,0.380439683,0,0,0,0,3.70E-06,0,0,0.268444444,0.128055,0.188433333,0.305486333,0.251023109
117,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.573683333,0.401757143,0.369295238,0,0,0,0,0,0,0,0.334888889,0.11465,0.208756335,0.321547667,0.277952689
118,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.609416667,0.392496429,0.360938095,0,0,0,0,0,0,0,0.421966667,0.1096,0.241366472,0.336959167,0.305583361
119,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.66605,0.402480952,0.360131746,0,0,0,0,0,0,0,0.410377778,0.10871,0.289606628,0.335876167,0.325292605
120,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0.6782,0.418754762,0.353184127,0,0,0,0,0,0,0,0.380633333,0.10575,0.278289474,0.326671833,0.336643277
121,0.45,0.45,0.45,0.45,0.45,0,0,0,0,0,0.736533333,0.484961905,0.442025397,0,0,0,0,0,0,0,0.326688889,0.208235,0.234418908,0.396117833,0.343764034
122,0.45,0.45,0.45,0.45,0.45,0,0,0,0,0,0.741283333,0.487008333,0.438057143,0,0,0,0,0,0,0,0.309866667,0.19592,0.239651267,0.390524833,0.358676975
123,0.45,0.45,0.45,0.45,0.45,0,0,0,0,0,0.757166667,0.490383333,0.435525397,0,0,0,0,0,0,0,0.3013,0.18189,0.210419103,0.392014333,0.341409328
124,0.45,0.45,0.45,0.45,0.45,0,0,0,0,0,0.716716667,0.47965,0.412888889,0,0,0,0,0,0,0,0.2961,0.18617,0.228525341,0.376943667,0.328857311
125,0.45,0.45,0.45,0.45,0.45,0,0,0,0,0,0.65745,0.441975,0.43762381,0,0,0,0,0,0,0,0.304322222,0.195585,0.212841131,0.374575667,0.297883109
126,0.45,0.45,0.45,0.45,0.45,0.003516667,0.023455,0.000422222,0,0,0.64385,0.432569048,0.408811111,0,0,0.005822222,0.02555,0.000718519,0,0,0.290877778,0.195365,0.208747953,0.358001,0.277334622
127,0.45,0.45,0.45,0.45,0.45,0.069033333,0.083505,0.035177778,0.017537333,0.019303571,0.595333333,0.422227381,0.407963492,0,0,0.067333333,0.097725,0.03437154,0.016461141,0.019264454,0.241044444,0.168445,0.17284191,0.339982167,0.270991429
128,0.45,0.45,0.45,0.45,0.45,0.171,0.149685,0.118102963,0.103043667,0.103329643,0.572516667,0.41049881,0.404834921,0,0,0.162577778,0.175845,0.122180117,0.105203756,0.099961008,0.216766667,0.17161,0.155375634,0.284401833,0.228352773
129,0.45,0.45,0.45,0.45,0.45,0.2888,0.241125,0.23145037,0.219713,0.216896071,0.5355,0.396691667,0.41171746,0,0,0.264566667,0.28433,0.235915205,0.226948538,0.211838992,0.201166667,0.154665,0.135674854,0.249927833,0.207373782
130,0.45,0.45,0.45,0.45,0.45,0.382116667,0.33711,0.339308148,0.325472333,0.320317143,0.51855,0.375216667,0.3921,0,0,0.354377778,0.382005,0.352662183,0.335561167,0.316682605,0.203055556,0.158375,0.129375828,0.249624833,0.217918403
131,0.45,0.45,0.45,0.45,0.45,0.438783333,0.39323,0.430554074,0.416536333,0.4241925,0.4983,0.365266667,0.395390476,0,0,0.428677778,0.44198,0.444033918,0.423580962,0.409104202,0.217533333,0.19883,0.126575049,0.2641615,0.221079916
132,0.45,0.45,0.45,0.45,0.45,0.47085,0.42552,0.480853333,0.465859333,0.481892143,0.519583333,0.364295238,0.395673016,0,0,0.471188889,0.45495,0.491561793,0.473696769,0.465563613,0.195811111,0.22473,0.124472515,0.271068,0.229941345
133,0.45,0.45,0.45,0.45,0.45,0.4425,0.378025,0.488845185,0.478833333,0.48684,0.520716667,0.364636905,0.375701587,0,0,0.464566667,0.46988,0.497064912,0.48019359,0.477254034,0.184222222,0.241775,0.117784795,0.278389833,0.227698908
134,0.45,0.45,0.45,0.45,0.45,0.4165,0.34791,0.460265926,0.446756667,0.458671429,0.582883333,0.376166667,0.409993651,0,0,0.421077778,0.41134,0.469094347,0.44592591,0.450367647,0.170811111,0.24237,0.127376023,0.2772725,0.234143025
135,0.45,0.45,0.45,0.45,0.45,0.330583333,0.302835,0.410825185,0.397967333,0.407068929,0.57005,0.386997619,0.411765079,0,0,0.329,0.340535,0.440436452,0.393032218,0.390871765,0.175033333,0.265015,0.123854386,0.2858245,0.240539664
136,0.45,0.45,0.45,0.45,0.45,0.2335,0.208125,0.337287407,0.309654,0.323596786,0.578283333,0.413471429,0.435298413,0,0,0.245088889,0.237185,0.34950078,0.303144577,0.302773109,0.178511111,0.281295,0.121998635,0.289661667,0.231621513
137,0.45,0.45,0.45,0.45,0.45,0.13445,0.119415,0.226838519,0.203997333,0.217952857,0.648116667,0.450792857,0.431673016,0,0,0.136977778,0.121675,0.239075634,0.196872115,0.20765605,0.183944444,0.26957,0.136933138,0.290586333,0.235526807
138,0.45,0.45,0.45,0.45,0.45,0.049866667,0.03473,0.116436296,0.091005,0.114188571,0.6915,0.438085714,0.454068254,0,0,0.046833333,0.03191,0.11727271,0.088287974,0.106237815,0.221122222,0.276115,0.130849123,0.284942167,0.239003361
139,0.45,0.45,0.45,0.45,0.45,0.000216667,7.50E-05,0.032826667,0.008584,0.024828571,0.723666667,0.45612381,0.437539683,0,0,1.00E-04,0.000525,0.031976803,0.008286231,0.023545462,0.250466667,0.242315,0.1393577,0.3027575,0.24258084
140,0.45,0.45,0.45,0.45,0.45,0,0,0.000555556,0,0,0.7123,0.463109524,0.414114286,0,0,0,0,0.000518519,0,1.14E-05,0.269,0.235815,0.155050292,0.332472,0.270070336
141,0.45,0.45,0.45,0.45,0.45,0,0,0,0,0,0.7502,0.472667857,0.424031746,0,0,0,0,0,0,0,0.309177778,0.220105,0.178354776,0.353751667,0.296259748
142,0.45,0.45,0.45,0.45,0.45,0,0,0,0,0,0.765933333,0.476121429,0.408969841,0,0,0,0,0,0,0,0.324,0.2149,0.197406043,0.364712333,0.334322437
143,0.45,0.45,0.45,0.45,0.45,0,0,0,0,0,0.782883333,0.459107143,0.414119048,0,0,0,0,0,0,0,0.382222222,0.215945,0.223198635,0.372648,0.341586891
144,0.45,0.45,0.45,0.45,0.45,0,0,0,0,0,0.777583333,0.461563095,0.427038095,0,0,0,0,0,0,0,0.395755556,0.212755,0.227342495,0.386424,0.345743361
145,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.521033333,0.655191667,0.807163492,0,0,0,0,0,0,0,0.265733333,0.191925,0.166851657,0.487475,0.374007479
146,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.50295,0.666319048,0.825352381,0,0,0,0,0,0,0,0.253633333,0.17829,0.176964522,0.483923167,0.358264958
147,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.478116667,0.670009524,0.813179365,0,0,0,0,0,0,0,0.222044444,0.175515,0.167777388,0.485395333,0.347498571
148,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.436866667,0.657927381,0.805933333,0,0,0,0,0,0,0,0.192755556,0.148765,0.165702339,0.481040167,0.342509328
149,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.489933333,0.654247619,0.827909524,0,0,0,0,0,0,0,0.193411111,0.14849,0.161891813,0.484646833,0.333772269
150,0.55,0.55,0.55,0.55,0.55,0.0015,0.01723,5.56E-05,0,0,0.493466667,0.638117857,0.817890476,0,0,0.0036,0.01951,4.81E-05,0,0,0.184066667,0.15215,0.164547173,0.466613833,0.329070252
151,0.55,0.55,0.55,0.55,0.55,0.0626,0.096365,0.028185185,0.010827,0.013963929,0.489583333,0.627972619,0.808149206,0,0,0.065688889,0.10239,0.028336452,0.009969333,0.014042101,0.164255556,0.145545,0.153775244,0.446074,0.305656975
152,0.55,0.55,0.55,0.55,0.55,0.187616667,0.20547,0.109585926,0.093018,0.0925125,0.497233333,0.606720238,0.807233333,0,0,0.175544444,0.20498,0.111723782,0.092419295,0.089046218,0.120966667,0.12612,0.120949123,0.416466333,0.267078739
153,0.55,0.55,0.55,0.55,0.55,0.3192,0.304545,0.215314815,0.206203,0.190803571,0.519666667,0.603844048,0.801657143,0,0,0.286955556,0.29319,0.225962378,0.201477974,0.195430924,0.115655556,0.13457,0.105631579,0.370315333,0.243827731
154,0.55,0.55,0.55,0.55,0.55,0.411066667,0.37167,0.309786667,0.298704667,0.292768214,0.504033333,0.590635714,0.814212698,0,0,0.391733333,0.35978,0.339307797,0.302063936,0.294657731,0.143566667,0.146915,0.096878947,0.396877833,0.252086807
155,0.55,0.55,0.55,0.55,0.55,0.501316667,0.450345,0.392521481,0.39107,0.371152857,0.5023,0.582013095,0.811090476,0,0,0.445755556,0.4207,0.425892982,0.379848333,0.374550672,0.132277778,0.150825,0.087786355,0.408619333,0.268602353
156,0.55,0.55,0.55,0.55,0.55,0.525883333,0.47529,0.443879259,0.433802333,0.417262857,0.4963,0.571311905,0.792295238,0,0,0.498833333,0.467685,0.476287135,0.438252321,0.419473109,0.142866667,0.15898,0.082360819,0.413976833,0.255868319
157,0.55,0.55,0.55,0.55,0.55,0.510333333,0.46731,0.440438519,0.432330333,0.402005357,0.532316667,0.565938095,0.79791746,0,0,0.487877778,0.44317,0.457909942,0.442465449,0.406994034,0.160866667,0.164905,0.078078363,0.4402785,0.274371008
158,0.55,0.55,0.55,0.55,0.55,0.477816667,0.42829,0.421447407,0.416940667,0.396293929,0.532916667,0.583502381,0.83888254,0,0,0.451666667,0.430795,0.44609922,0.414445308,0.385639832,0.171844444,0.16244,0.08489922,0.436412833,0.28981916
159,0.55,0.55,0.55,0.55,0.55,0.40015,0.370285,0.385165185,0.369475667,0.3453825,0.5806,0.603528571,0.845019048,0,0,0.390966667,0.358785,0.398997271,0.369303013,0.363408151,0.206744444,0.16988,0.088381481,0.448934667,0.302835798
160,0.55,0.55,0.55,0.55,0.55,0.2868,0.263595,0.317233333,0.298097333,0.289490714,0.55835,0.607875,0.851603175,0,0,0.281877778,0.252635,0.311903314,0.302725244,0.287765462,0.190966667,0.171,0.087682066,0.453846333,0.33120521
161,0.55,0.55,0.55,0.55,0.55,0.163233333,0.138605,0.23062963,0.204324,0.210816429,0.618616667,0.624069048,0.871715873,0,0,0.166622222,0.14143,0.223480117,0.203540538,0.204242101,0.191033333,0.175245,0.081637427,0.463577333,0.338154538
162,0.55,0.55,0.55,0.55,0.55,0.05725,0.035185,0.119285185,0.098131,0.113520357,0.612166667,0.626109524,0.87052381,0,0,0.054744444,0.03533,0.113549513,0.098626192,0.106813613,0.220177778,0.16292,0.084724756,0.460416333,0.313878655
163,0.55,0.55,0.55,0.55,0.55,0.00095,0.000375,0.031474074,0.010790333,0.025819286,0.627083333,0.640353571,0.86898254,0,0,0.000577778,0.0011,0.02981384,0.010807333,0.024359748,0.220711111,0.16476,0.07837232,0.466566,0.340092353
164,0.55,0.55,0.55,0.55,0.55,0,0,5.00E-04,0,0,0.633833333,0.658655952,0.865152381,0,0,0,0,0.00031423,0,3.29E-05,0.234355556,0.165775,0.086095712,0.477301167,0.342907311
165,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.640333333,0.647907143,0.833479365,0,0,0,0,0,0,0,0.259422222,0.16257,0.093038402,0.487594167,0.35882084
166,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.646,0.653189286,0.801585714,0,0,0,0,0,0,0,0.2658,0.156985,0.109219493,0.4844495,0.360155378
167,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.589683333,0.640444048,0.796934921,0,0,0,0,0,0,0,0.277766667,0.1747,0.118883041,0.482063167,0.352625294
168,0.55,0.55,0.55,0.55,0.55,0,0,0,0,0,0.599333333,0.64685119,0.798625397,0,0,0,0,0,0,0,0.263266667,0.18551,0.129636842,0.4947375,0.35582958
169,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0.56985,0.479385714,0.512311111,0,0,0,0,0,0,0,0.233266667,0.191805,0.182210916,0.364856167,0.328104706
170,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0.593933333,0.468465476,0.504880952,0,0,0,0,0,0,0,0.238188889,0.189435,0.172817154,0.368819833,0.339098655
171,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0.6219,0.471694048,0.49978254,0,0,0,0,0,0,0,0.250055556,0.202325,0.172421442,0.362597833,0.309388992
172,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0.587733333,0.437797619,0.491795238,0,0,0,0,0,0,0,0.240388889,0.199095,0.164304483,0.356796333,0.317525462
173,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0.570466667,0.433019048,0.501220635,0,0,0,0,0,0,0,0.2372,0.20419,0.156587135,0.352972333,0.290975966
174,0.6,0.6,0.6,0.6,0.6,0,0.00883,0,0,0,0.5633,0.423957143,0.486855556,0,0,0.000233333,0.010365,0,0,0,0.240355556,0.227075,0.147673099,0.337585167,0.294496723
175,0.6,0.6,0.6,0.6,0.6,0.0546,0.097125,0.018385185,0.007397333,0.009157143,0.563516667,0.405367857,0.479487302,0,0,0.059111111,0.099485,0.018518129,0.006695026,0.00944084,0.214655556,0.211765,0.138530409,0.324102667,0.271790504
176,0.6,0.6,0.6,0.6,0.6,0.159733333,0.208265,0.111745926,0.097916,0.087553929,0.564216667,0.402109524,0.480512698,0,0,0.168788889,0.20785,0.122049708,0.094704577,0.082907731,0.172544444,0.202655,0.104986355,0.301010167,0.238126975
177,0.6,0.6,0.6,0.6,0.6,0.259666667,0.30799,0.24239037,0.222669667,0.191302857,0.572383333,0.39047619,0.472247619,0,0,0.280822222,0.316505,0.266030799,0.221996244,0.193379496,0.176733333,0.21421,0.073009162,0.258378333,0.207707815
178,0.6,0.6,0.6,0.6,0.6,0.358433333,0.40729,0.362979259,0.335767,0.284076429,0.57545,0.377770238,0.467866667,0,0,0.379977778,0.41416,0.387004094,0.334247872,0.305799244,0.197222222,0.229235,0.067239961,0.2557425,0.201935966
179,0.6,0.6,0.6,0.6,0.6,0.445366667,0.458335,0.450245185,0.426762333,0.394246071,0.5589,0.371910714,0.456052381,0,0,0.451511111,0.49128,0.480503509,0.420746615,0.375135042,0.196055556,0.241845,0.068579727,0.272085167,0.221076891
180,0.6,0.6,0.6,0.6,0.6,0.440533333,0.47562,0.491393333,0.485037667,0.438455,0.558283333,0.384855952,0.460193651,0,0,0.493777778,0.481715,0.535460624,0.477902731,0.437157227,0.204277778,0.219075,0.070594932,0.2844095,0.225697647
181,0.6,0.6,0.6,0.6,0.6,0.455066667,0.44815,0.49517037,0.492666667,0.459935357,0.554083333,0.395975,0.455887302,0,0,0.473033333,0.45338,0.538385575,0.480733808,0.447463782,0.2084,0.23245,0.07588616,0.305301667,0.23693563
182,0.6,0.6,0.6,0.6,0.6,0.445966667,0.399635,0.467583704,0.471740667,0.450444286,0.564883333,0.387966667,0.472933333,0,0,0.424133333,0.410105,0.496063353,0.467207962,0.437639748,0.223277778,0.230775,0.073235088,0.313655333,0.261624454
183,0.6,0.6,0.6,0.6,0.6,0.352783333,0.34597,0.406428148,0.422084333,0.405124643,0.58345,0.40775119,0.502212698,0,0,0.368744444,0.327455,0.439110526,0.417038167,0.394720588,0.258955556,0.23457,0.084162183,0.312967333,0.271352437
184,0.6,0.6,0.6,0.6,0.6,0.2782,0.252725,0.330688889,0.334335,0.3252925,0.606533333,0.429379762,0.520473016,0,0,0.263322222,0.248495,0.351991813,0.32910859,0.306820672,0.247266667,0.234705,0.081925731,0.3212915,0.266558739
185,0.6,0.6,0.6,0.6,0.6,0.14755,0.12438,0.229240741,0.219583333,0.2178375,0.6093,0.456467857,0.535685714,0,0,0.148655556,0.12733,0.237669396,0.213794897,0.210566639,0.227755556,0.23626,0.077495127,0.327083833,0.259767563
186,0.6,0.6,0.6,0.6,0.6,0.041166667,0.020015,0.101808148,0.094767333,0.104545714,0.633416667,0.465360714,0.560880952,0,0,0.039422222,0.017635,0.110305458,0.093465038,0.101291681,0.2381,0.238975,0.077868226,0.325136,0.260727479
187,0.6,0.6,0.6,0.6,0.6,0,0,0.01639037,0.004214333,0.014908571,0.66145,0.470140476,0.567366667,0,0,0,0,0.016519688,0.003906462,0.014789664,0.2787,0.24313,0.085282066,0.3333675,0.243781597
188,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0.683466667,0.479708333,0.558250794,0,0,0,0,0,0,0,0.305377778,0.2257,0.095817544,0.360718333,0.246797479
